# Este é um arquivo CSV com URLs e seus respectivos fatores de zoom
url;zoom_factor
https://www.ig.com.br;0.9
https://www.google.com.br;0.8
https://www.dataplug.com.br;1.0
https://www.mcadigital.com.br;0.5
